nom_station;coordonneesXY;nbre_pdc;puissance_nominale;gratuit;consolidated_longitude;consolidated_latitude
Metropolis – Citadine – Rueil-Malmaison – 18 Juin 1940 (175);"[2.20551; 48.865019]";1;22.00;false;2.20551;48.865019
Metropolis – Citadine – Rueil-Malmaison – 18 Juin 1940 (175);"[2.20551; 48.865019]";1;22.00;false;2.20551;48.865019
Metropolis – Citadine – Rueil-Malmaison – Colmar;"[2.181274; 48.887186]";1;22.00;false;2.181274;48.887186
Metropolis - Citadine - Aubervilliers - Commune de Paris;"[2.378693; 48.909141]";1;22.00;false;2.378693;48.909141
Metropolis – Citadine – Rueil-Malmaison – 18 Juin 1940 (175);"[2.20551; 48.865019]";1;22.00;false;2.20551;48.865019
Metropolis – Citadine – Rueil-Malmaison – 18 Juin 1940 (175);"[2.20551; 48.865019]";1;2.30;false;2.20551;48.865019
Metropolis – Citadine – Rueil-Malmaison – Colmar;"[2.181274; 48.887186]";1;22.00;false;2.181274;48.887186
Metropolis – Citadine – Rueil-Malmaison – Colmar;"[2.181274; 48.887186]";1;22.00;false;2.181274;48.887186
Metropolis – Citadine – Rueil-Malmaison – Colmar;"[2.181274; 48.887186]";1;22.00;false;2.181274;48.887186
Metropolis – Citadine – Rueil-Malmaison – Colmar;"[2.181274; 48.887186]";1;22.00;false;2.181274;48.887186
Metropolis – Citadine – Rueil-Malmaison – Colmar;"[2.181274; 48.887186]";1;22.00;false;2.181274;48.887186
Metropolis – Proximité – Rueil-Malmaison – Charles Drot;"[2.187721; 48.876249]";1;7.00;false;2.187721;48.876249
Metropolis – Citadine – Rueil-Malmaison – 18 Juin 1940 (175);"[2.20551; 48.865019]";1;22.00;false;2.20551;48.865019
Metropolis – Proximité – Rueil-Malmaison – Driant;"[2.200918; 48.876649]";1;7.00;false;2.200918;48.876649
Metropolis – Proximité – Rueil-Malmaison – Montbrison (84-86);"[2.197047; 48.863147]";1;7.00;false;2.197047;48.863147
Metropolis – Express – Rueil-Malmaison – Auguste Perret;"[2.16798566; 48.88946877]";1;150;false;2.16798566;48.88946877
Metropolis – Express – Rueil-Malmaison – Auguste Perret;"[2.16798566; 48.88946877]";1;150;false;2.16798566;48.88946877
Metropolis – Express – Rueil-Malmaison – Auguste Perret;"[2.16798566; 48.88946877]";1;50;false;2.16798566;48.88946877
Metropolis – Express – Rueil-Malmaison – Auguste Perret;"[2.16798566; 48.88946877]";1;100;false;2.16798566;48.88946877
Metropolis – Express – Rueil-Malmaison – Napoléon Bonaparte;"[2.1607189; 48.8715031]";1;150;false;2.1607189;48.8715031
Metropolis – Express – Rueil-Malmaison – Napoléon Bonaparte;"[2.1607189; 48.8715031]";1;150;false;2.1607189;48.8715031
Metropolis – Express – Rueil-Malmaison – Napoléon Bonaparte;"[2.1607189; 48.8715031]";1;50;false;2.1607189;48.8715031
